_id,title,text
jjtsd4n3,A model to forecast regional demand for COVID-19 related hospital beds,"COVID-19 threatens to overwhelm hospital facilities throughout the United States. We created an interactive, quantitative model that forecasts demand for COVID-19 related hospitalization based on county-level population characteristics, data from the literature on COVID-19, and data from online repositories. Using this information as well as user inputs, the model estimates a time series of demand for intensive care beds and acute care beds as well as the availability of those beds. The online model is designed to be intuitive and interactive so that local leaders with limited technical or epidemiological expertise may make decisions based on a variety of scenarios. This complements high-level models designed for public consumption and technically sophisticated models designed for use by epidemiologists. The model is actively being used by several academic medical centers and policy makers, and we believe that broader access will continue to aid community and hospital leaders in their response to COVID-19. Link to online model: https://surf.stanford.edu/covid-19-tools/covid-19/"
r3t4bd78,Global genetic diversity patterns and transmissions of SARS-CoV-2,"Background: Since it was firstly discovered in China, the SARS-CoV-2 epidemic has caused a substantial health emergency and economic stress in the world. However, the global genetic diversity and transmissions are still unclear. Methods: 3050 SARS-CoV-2 genome sequences were retrieved from GIASID database. After aligned by MAFFT, the mutation patterns were identified by phylogenetic tree analysis. Results: We detected 17 high frequency (>6%) mutations in the 3050 sequences. Based on these mutations, we classed the SARS-CoV-2 into four main groups and 10 subgroups. We found that group A was mainly presented in Asia, group B was primarily detected in North America, group C was prevailingly appeared in Asia and Oceania and group D was principally emerged in Europe and Africa. Additionally, the distribution of these groups was different in age, but was similar in gender. Group A, group B1 and group C2 were declined over time, inversely, group B2, group C3 and group D were rising. At last, we found two apparent expansion stages (late Jan-2020 and late Feb-2020 to early Mar-2020, respectively). Notably, most of groups are quickly expanding, especially group D. Conclusions: We classed the SARS-CoV-2 into four main groups and 10 subgroups based on different mutation patterns at first time. The distribution of the 10 subgroups was different in geography, time and age, but not in gender. Most of groups are rapidly expanding, especially group D. Therefore, we should attach importance to these genetic diversity patterns of SARS-CoV-2 and take more targeted measures to constrain its spread."
srgi9jc6,SARS-CoV-2 mutations and where to find them: An in silico perspective of structural changes and antigenicity of the Spike protein,"The recent emergence of a novel coronavirus (SARS-CoV-2) is causing a severe global health threat characterized by severe acute respiratory syndrome (Covid-19). At the moment, there is no specific treatment for this disease, and vaccines are still under development. The structural protein Spike is essential for virus infection and has been used as the main target for vaccine and serological diagnosis test development. We analysed 2363 sequences of the Spike protein from SARS-CoV-2 isolates and identified variability in 44 amino acid residues and their worldwide distribution in all continents. We used the three-dimensional structure of the homo-trimer model to predict conformational epitopes of B-cell, and sequence of Spike protein Wuhan-Hu-1 to predict linear epitopes of T-Cytotoxic and T-Helper cells. We identified 45 epitopes with amino acid variations. Finally, we showed the distribution of mutations within the epitopes. Our findings can help researches to identify more efficient strategies for the development of vaccines, therapies, and serological diagnostic tests based on the Spike protein of Sars-Cov-2."
0rbgbsj8,Core warming of coronavirus disease 2019 (COVID-19) patients undergoing mechanical ventilation: protocol for a randomized controlled pilot study,"Background: Coronavirus disease 2019 (COVID-19), caused by the virus SARS-CoV-2, is spreading rapidly across the globe, with no proven effective therapy. Fever is seen in most cases of COVID-19, at least at the initial stages of illness. Although fever is typically treated (with antipyretics or directly with ice or other mechanical means), increasing data suggest that fever is a protective adaptive response that facilitates recovery from infectious illness. Objective: To describe a randomized controlled pilot study of core warming patients with COVID-19 undergoing mechanical ventilation. Methods: This prospective single-site randomized controlled pilot study will enroll 20 patients undergoing mechanical ventilation for respiratory failure due to COVID-19. Patients will be randomized 1:1 to standard-of-care or to receive core warming via an esophageal heat exchanger commonly utilized in critical care and surgical patients. The primary outcome is the severity of acute respiratory distress syndrome (as measured by PaO2/FiO2 ratio) 24 hours after initiation of treatment. Secondary outcomes include hospital and intensive care unit length of stay, duration of mechanical ventilation, amount of viral shedding, and 30-day mortality. Results: Resulting data will provide effect size estimates to guide a definitive multi-center randomized clinical trial. ClinicalTrials.gov registration number: pending. Conclusions: With growing data to support clinical benefits of elevated temperature in infectious illness, this study will provide data to guide further understanding of the role of active temperature management in COVID-19 treatment and provide effect size estimates to power larger studies."
7ddukj9b,Synonymous sites in SARS-CoV-2 genes display trends affecting translational efficiency,"A novel coronavirus, SARS-CoV-2, has caused a pandemic of COVID-19. The evolutionary trend of the virus genome may have implications for infection control policy but remains obscure. We introduce an estimation of fold change of translational efficiency based on synonymous variant sites to characterize the adaptation of the virus to hosts. The increased translational efficiency of the M and N genes suggests that the population of SARS-CoV-2 benefits from mutations toward favored codons, while the ORF1ab gene has slightly decreased the translational efficiency. In the coding region of the ORF1ab gene upstream of the −1 frameshift site, the decreasing of the translational efficiency has been weakening parallel to the growth of the epidemic, indicating inhibition of synthesis of RNA-dependent RNA polymerase and promotion of replication of the genome. Such an evolutionary trend suggests that multiple infections increased virulence in the absence of social distancing."
e790rxq9,Nonmedical Masks in Public for Respiratory Pandemics: Droplet Retention by Two-Layer Textile Barrier Fully Protects Germ-free Mice from Bacteria in Droplets,"Due to the shortage of masks during the pandemic, we recently demonstrated that household textiles are effective environmental droplet barriers (EDBs) with identical droplet retention potential as medical masks. To further promote the implementation of a universal community droplet reduction solution based on a synchronized encouragement/enforcement of mask utilization by the public based on widely available textiles (mask fabrication without the need for sewing machines), here we conducted a study using germ-free mice to determine to what extent textiles were effective in vivo. Using a bacterial-suspension spray simulation model of droplet ejection (mimicking a sneeze), we quantified the extent by which 100% cotton textile prevented the contamination of germ-free animals on the other side of the textile-barrier (simulating a properly worn mask). Of relevance, all mice protected with textiles remained germ-free after two sprays (inoculation dose: >600 bacterial droplet units per 56.75cm2) compared to the contamination of mice not protected by a textile (0/12 vs 6/6, Fisher’s exact, p<0.0001). In a second phase of the experiment with 12 germ-free mice exposed again to 10-fold more droplets remained germ-free, while 100% of mice at 180cm became colonized with a single spray (0/8 vs 4/4, Fisher exact, p=0.002). Collectively, barriers protected all mice (even with low-density textiles, heavy vs. light fabric, T-test, p=0.0028) when using textile-EDB to cover the cages (0/20 vs 10/10, Fisher exact, p<0.0001). This study demonstrated, in vivo, that widely available household textiles are 100% effective at preventing contamination of the environment and the exposed animals by microbe-carrying droplets."
f0xsisdg,Deducing the N- and O- glycosylation profile of the spike protein of novel coronavirus SARS-CoV-2,"The current emergence of the novel coronavirus pandemic caused by SARS-CoV-2 demands the development of new therapeutic strategies to prevent rapid progress of mortalities. The coronavirus spike (S) protein, which facilitates viral attachment, entry and membrane fusion is heavily glycosylated and plays a critical role in the elicitation of the host immune response. The spike protein is comprised of two protein subunits (S1 and S2), which together possess 22 potential N-glycosylation sites. Herein, we report the glycosylation mapping on spike protein subunits S1 and S2 expressed on human cells through high resolution mass spectrometry. We have characterized the quantitative N-glycosylation profile on spike protein and interestingly, observed unexpected O-glycosylation modifications on the receptor binding domain (RBD) of spike protein subunit S1. Even though O-glycosylation has been predicted on the spike protein of SARS-CoV-2, this is the first report of experimental data for both the site of O-glycosylation and identity of the O-glycans attached on the subunit S1. Our data on the N- and O-glycosylation is strengthened by extensive manual interpretation of each glycopeptide spectra in addition to using bioinformatics tools to confirm the complexity of glycosylation in the spike protein. The elucidation of the glycan repertoire on the spike protein provides insights into the viral binding studies and more importantly, propels research towards the development of a suitable vaccine candidate."
myqli11j,"The Novel Coronavirus, 2019-nCoV, is Highly Contagious and More Infectious Than Initially Estimated","The novel coronavirus (2019-nCoV) is a recently emerged human pathogen that has spread widely since January 2020. Initially, the basic reproductive number, R0, was estimated to be 2.2 to 2.7. Here we provide a new estimate of this quantity. We collected extensive individual case reports and estimated key epidemiology parameters, including the incubation period. Integrating these estimates and high-resolution real-time human travel and infection data with mathematical models, we estimated that the number of infected individuals during early epidemic double every 2.4 days, and the R0 value is likely to be between 4.7 and 6.6. We further show that quarantine and contact tracing of symptomatic individuals alone may not be effective and early, strong control measures are needed to stop transmission of the virus."
8lbznr71,Mutations can reveal how the coronavirus moves—but they’re easy to overinterpret,"Immediately after Christian Drosten published a genetic sequence of the novel coronavirus online on 28 February, he took to Twitter to issue a warning As the virus has raced around the world, more than 350 genome sequences have been shared on the online platform GISAID They hold clues to how the new virus, named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is spreading and evolving But because the sequences represent a tiny fraction of cases and show few telltale differences, they are easy to overinterpret, as Drosten realized A virologist at the Charité University Hospital in Berlin, he had sequenced the virus from a German patient infected with COVID-19 in Italy The genome looked similar to that of a virus found in a patient in Munich, the capital of Bavaria, more than 1 month earlier;both shared three mutations not seen in early sequences from China Drosten realized this could give rise to the idea that the Italian outbreak was “seeded” by the one in Bavaria, which state public health officials said had been quashed by tracing and quarantining all contacts of the 14 confirmed cases But he thought it was just as likely that a Chinese variant carrying the three mutations had taken independent routes to both countries The newly sequenced genome “is not sufficient to claim a link between Munich and Italy,” Drosten tweeted"
ghkz8bt6,"Brief review of coronavirus for healthcare professionals February 10, 2020","A novel epidemic is challenging the global health care system Starting from probably November to December 2019, another Coronavirus entered the arena of human pathogens, to be then defined 2019- nCoV [ ]"
azpz6e7q,Forecasting Covid-19 Outbreak Progression in Italian Regions: A model based on neural network training from Chinese data,"Background. Epidemiological figures of Covid19 epidemic in Italy are worse than those observed in China. Methods. We modeled the Covid19 outbreak in Italian Regions vs. Lombardy to assess the epidemics progression and predict peaks of new daily infections and total cases by learning from the entire Chinese epidemiological dynamics. We trained an artificial neural network model, a modified auto-encoder with Covid19 Chinese data, to forecast epidemic curve of the different Italian regions, and use the susceptible/exposed/infected/removed (SEIR) compartment model to predict the spreading and peaks. We have estimated the basic reproduction number (R0), which represents the average number of people that can be infected by a person who has already acquired the infection - both by fitting the exponential growth rate of the infection across a one month period, and also by using a day by day assessment, based on single observations. Results. The expected peak of SEIR model for new daily cases was at the end of March at national level. The peak of overall positive cases is expected by April 11th in Southern Italian Regions, a couple of days after that of Lombardy and Northern regions. According to our model, total confirmed cases in all Italy regions could reach 160,000 cases by April 30th and stabilize at a plateau. Conclusions. Training neural networks on Chinese data and use the knowledge to forecast Italian spreading of Covid19 has resulted in a good fit, measured with the mean average precision between official Italian data and the forecast."
fn9b7adi,"The effect of control strategies that reduce social mixing on outcomes of the COVID-19 epidemic in Wuhan, China","BACKGROUND: In December 2019, a novel strain of SARS-CoV-2 emerged in Wuhan, China. Since then, the city of Wuhan has taken unprecedented measures and efforts in response to the outbreak. METHODS: We quantified the effects of control measures on population contact patterns in Wuhan, China, to assess their effects on the progression of the outbreak. We included the latest estimates of epidemic parameters from a transmission model fitted to data on local and internationally exported cases from Wuhan in the age-structured epidemic framework. Further, we looked at the age-distribution of cases. Lastly, we simulated lifting of the control measures by allowing people to return to work in a phased-in way, and looked at the effects of returning to work at different stages of the underlying outbreak. FINDINGS: Changes in mixing patterns may have contributed to reducing the number of infections in mid-2020 by 92% (interquartile range: 66-97%). There are benefits to sustaining these measures until April in terms of reducing the height of the peak, overall epidemic size in mid-2020 and probability that a second peak may occur after return to work. However, the modelled effects of social distancing measures vary by the duration of infectiousness and the role school children play in the epidemic. INTERPRETATION: Restrictions on activities in Wuhan, if maintained until April, would likely contribute to the reduction and delay the epidemic size and peak, respectively. However, there are some limitations to the analysis, including large uncertainties around estimates of R0 and the duration of infectiousness."
3tfp9hug,Basic and effective reproduction numbers of COVID-19 cases in South Korea excluding Sincheonji cases,"In February and March 2020, COVID-19 epidemic in South Korea met a large black swan effect by a Sincheonji cult mass infection in Daegu-Gyeongbuk area. The black swan made it difficult to evaluate that the current policies for infection prevention including social distancing, closing schools, hand washing, and wearing masks good enough or not. Therefore, in this study, we evaluated basic reproduction number (R0) and time-dependent reproduction number (Rt) of confirmed cases based on various kinds of populations, including total, Daegu-Geyoengbuk, except-Daegu-Gyeongbuk, Sincheonji, and except-Sincheonji. In total, it seems the infection is going to be under control, but this is never true because in the except-Sincheonji and except-Daegu-Geyongbuk cases, R0 is still above 1.0, and Rt is drifting around 1.0. This study could be used to determine government policies in the near future."
ea78sjcs,Quantification of Intra-Host Genomic Diversity of SARS-CoV-2 Allows a High-Resolution Characterization of Viral Evolution and Reveals Functionally Convergent Variants,"A global cross-discipline effort is ongoing to characterize the evolution of SARS-CoV-2 virus and generate reliable epidemiological models of its diffusion. To this end, phylogenomic approaches leverage accumulating genomic mutations as barcodes to track the evolutionary history of the virus and can benefit from the surge of sequences deposited in public databases. Yet, such methods typically rely on consensus sequences representing the dominant virus lineage, whereas a complex sublineage architecture is often observed within single hosts. Furthermore, most approaches do not account for variants accumulation processes and might produce inaccurate results in condition of limited sampling, as witnessed in most countries affected by the epidemics. We introduce VERSO (Viral Evolution ReconStructiOn), a new comprehensive framework for the characterization of viral evolution and transmission from sequencing data of viral genomes. our approach accounts for accumulation of clonal mutations and uncertainty in the data, by taking advantage of the achievements of research in cancer evolution, to deliver robust phylogenomic lineage models, and exploits intra-host variant frequency profiles to characterize the sublineage similarity among samples, which may derive from uncovered infection events. The application of our approach to RNA-sequencing data of 162 SARS-CoV-2 samples generates a high-resolution model of evolution and spread, which improves recent findings on viral types and highlights the existence of patterns of co-occurrence of minor variants, revealing likely infection paths among hosts harboring the same viral lineage. The in-depth analysis of the mutational landscape of SARS-CoV-2 confirms a statistically significant increase of genomic diversity in time and identifies a number of variants that are transiting from minor to clonal state in the population. We also show that standard phylogenetic methods can produce unreliable results when handling datasets with noise and sampling limitations, as proven by the further application of VERSO to 12419 consensus sequences included in GISAID database. Notably, VERSO allows to pinpoint minor variants that might be positively or negatively selected across distinct lineages, thus driving the design of treatments and vaccines. In particular, minor variant g.29039A>U, detected in multiple viral lineages and validated on independent samples, shows that SARS-CoV-2 can lose its main Nucleocapsid immunogenic epitopes, raising concerns about the effectiveness of vaccines targeting the C-terminus of this protein. Finally, we here release the likely SARS-CoV-2 ancestral genome, obtained by resolving ambiguous SNPs that distinguish two widely-used reference genomes from human samples, by employing the Pangolin-CoV and the Bat-CoV-RaTG13 genomes. Our results show that the joint application of our framework and data-driven epidemiological models might allow to deliver a high-resolution platform for pathogen surveillance and analysis."
wf0hlhim,Afucosylated immunoglobulin G responses are a hallmark of enveloped virus infections and show an exacerbated phenotype in COVID-19,"IgG antibodies are crucial for protection against invading pathogens. A highly conserved N-linked glycan within the IgG-Fc-tail, essential for IgG function, shows variable composition in humans. Afucosylated IgG variants are already used in anti-cancer therapeutic antibodies for their elevated binding and killing activity through Fc receptors (FcγRIIIa). Here, we report that afucosylated IgG which are of minor abundance in humans (∼6% of total IgG) are specifically formed against surface epitopes of enveloped viruses after natural infections or immunization with attenuated viruses, while protein subunit immunization does not elicit this low fucose response. This can give beneficial strong responses, but can also go awry, resulting in a cytokine-storm and immune-mediated pathologies. In the case of COVID-19, the critically ill show aggravated afucosylated-IgG responses against the viral spike protein. In contrast, those clearing the infection unaided show higher fucosylation levels of the anti-spike protein IgG. Our findings indicate antibody glycosylation as a potential factor in inflammation and protection in enveloped virus infections including COVID-19."
vwu27sw2,UV Sterilization of Personal Protective Equipment with Idle Laboratory Biosafety Cabinets During the Covid-19 Pandemic,"Personal protective equipment (PPE), including surgical masks and N95 respirators, is crucially important to the safety of both patients and medical personnel, particularly in the event of infectious pandemics. As the incidence of Coronavirus Disease (COVID-19) is increasing exponentially in the United States and worldwide, healthcare provider demand for these necessities is currently outpacing supply. As such, strategies to safely expand the lifespan of the supply of medical equipment are critically important. In the recent days, weeks, and months, in the midst of the current pandemic, there has been a concerted effort to identify viable ways to conserve Personal Protective Equipment, including sterilization after use. Some hospitals have already begun using UV-C light to sterilize N95 respirators, but many lack the space or equipment to implement existing protocols. In this study, we outline a procedure by which N95 respirators may be sterilized using ultraviolet (UV) radiation in biosafety cabinets (BSCs), a common element of many academic, public health, and hospital laboratories. The primary obstacle to this approach is the possibility the UV radiation levels vary within BSCs. To account for this potential variation in dosing across the base of the BSC, we tested the UV-C radiation in two randomly chosen idle BSCs in our research institute and observed a maximum ratio between the minimum and maximum recorded intensities within a given BSC to be 1.98. Based on these values, we calculated that an N95 mask placed within a BSC with a manufacturer reported fluence of 100 W/cm^2 should be effectively sanitized for reuse after approximately 15-20 minutes per side. Our results provide support to healthcare organizations looking for alternative methods to extend their reserves of PPE. It is our hope that with an easily implemented strategy, as we have presented here, idle BSCs can be utilized to alleviate the PPE shortage by providing a way to sterilize PPE to allow safe daily re-use. This should be tested on a larger scale, and confirmed in a virology laboratory before adoption, though we contend that in extremis, this method would be preferred compared to re-use without sterilization."
08p8ns2d,SARS-CoV-2 activates lung epithelia cell proinflammatory signaling and leads to immune dysregulation in COVID-19 patients by single-cell sequencing,"Objective: The outbreak of Coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 infection has become a global health emergency. We aim to decipher SARS-CoV-2 infected cell types, the consequent host immune response and their interplay in the lung of COVID-19 patients. Design: We analyzed single-cell RNA sequencing (scRNA-seq) data of lung samples from 17 subjects (6 severe COVID-19 patients, 3 mild patients who recovered and 8 healthy controls). The expression of SARS-CoV-2 receptors (ACE2 and TMPRSS2) was examined among different cell types in the lung. The immune cells infiltration patterns, their gene expression profiles, and the interplay of immune cells and SARS-CoV-2 target cells were further investigated. Results: Compared to healthy controls, the overall ACE2 (receptor of SARS-CoV-2) expression was significantly higher in lung epithelial cells of COVID-19 patients, in particular in ciliated cell, club cell and basal cell. Comparative transcriptome analysis of these lung epithelial cells of COVID-19 patients and healthy controls identified that SARS-CoV-2 infection activated pro-inflammatory signaling including interferon pathway and cytokine signaling. Moreover, we identified dysregulation of immune response in patients with COVID-19. In severe COVID-19 patients, significantly higher neutrophil, but lower T and NK cells in lung were observed along with markedly increased cytokines (CCL2, CCL3, CCL4, CCL7, CCL3L1 and CCL4L2) compared with healthy controls as well as mild patients who recovered. The cytotoxic phenotypes were shown in lung T and NK cells of severe patients as evidenced by enhanced IFN{gamma}, Granulysin, Granzyme B and Perforin expression. Moreover, SARS-CoV-2 infection altered the community interplay of lung epithelial cells and immune cells: the interaction between epithelial cells with macrophage, T and NK cell was stronger, but their interaction with neutrophils was lost in COVID-19 patients compared to healthy controls. Conclusions: SARS-CoV-2 infection activates pro-inflammatory signaling in lung epithelial cells expressing ACE2 and causes dysregulation of immune response to release more pro-inflammatory cytokines. Moreover, SARS-CoV-2 infection breaks the interplay of lung epithelial cells and immune cells."
kjjlxdpp,Clinical Characteristics of Coronavirus Pneumonia 2019 (COVID-19): An Updated Systematic Review,"OBJECTIVE Clinical characteristics of novel coronavirus pneumonia (COVID-19) have been described in numerous studies but yielded varying results. We aimed to conduct a systematic review on scientific literatures and to synthesize critical data on clinical traits of COVID-19 from its initial outbreak to pandemic. METHODS Systematic searches were conducted to identify retrospective observational study that contained clinical characteristics on COVID-19 through multiple databases. Two reviewers independently evaluated eligible publications. Data on clinical characteristics of COVID-19 were extracted and analyzed. RESULTS Seventy-two retrospective studies demonstrating the clinical characteristics of COVID-19 were included. A total of 3470 COVID-19 patients were synthesized to the final analysis in an unbiased manner. The most common symptom was fever (2878 [83.0%]), and 63.4% of the patients presented fever as onset symptom. There were 2528 [88.2%] of 2866 cases had abnormal lung findings on chest CT scan. Laboratory findings showed that 1498 [62.8%] of 2387 cases had lymphopenia, and 1354 [64.8%] of 2091 cases had an increased level of C-reactive protein (CRP). A total of 185 [11.5%] patients were admitted to intensive care unit (ICU) while the overall case fatality rate (CFR) was 3.7%. Compared to patients admitted outside of Hubei, China, those from Hubei had a significant higher ICU admission rate (21.9% vs. 2.5%, p<0.001). Also, CFR attributed to COVID-19 was significantly higher in Hubei than that of non-Hubei admissions (10.4% vs. 0.6%, p<0.001). INTERPRETATION This large patient-based systematic review presents a more precise profiling of the COVID-19 from its outbreak to current pandemic. Dynamic evolvements of COVID-19 are needed to be characterized in future studies."
eoxrh2sl,"Transmission potential of the novel coronavirus (COVID-19) onboard the Diamond Princess Cruises Ship, 2020","An outbreak of COVID-19 developed aboard the Princess Cruises Ship during January-February 2020. Using mathematical modeling and time-series incidence data describing the trajectory of the outbreak among passengers and crew members, we characterize how the transmission potential varied over the course of the outbreak. Our estimate of the mean reproduction number in the confined setting reached values as high as ~11, which is higher than mean estimates reported from community-level transmission dynamics in China and Singapore (approximate range: 1.1-7). Our findings suggest that Rt decreased substantially compared to values during the early phase after the Japanese government implemented an enhanced quarantine control. Most recent estimates of Rt reached values largely below the epidemic threshold, indicating that a secondary outbreak of the novel coronavirus was unlikely to occur aboard the Diamond Princess Ship."
uhru7rn8,Whole-Genome Sequences of the Severe Acute Respiratory Syndrome Coronavirus-2 obtained from Romanian patients between March and June of 2020,"Impact of mutations on the evolution of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) are needed for ongoing global efforts to track and trace the current pandemic, in order to enact effective prevention and treatment options. SARS-Co-V-2 viral genomes were detected and sequenced from 18 Romanian patients suffering from coronavirus disease-2019. Viral Spike S glycoprotein sequences were used to generate model structures and assess the role of mutations on protein stability. We integrated the phylogenetic tree within the available European SARS-Co-V-2 genomic sequences. We further provide an epidemiological overview of the pre-existing conditions that are lethal in relevant Romanian patients. Non-synonymous mutations in the viral Spike glycoprotein relating to infectivity are constructed in models of protein structures. Continuing search to limit and treat SARS-CoV-2 benefit from our contribution in delineating the viral Spike glycoprotein mutations, as well as from assessment of their role on protein stability or complex formation with human receptor angiotensin-converting enzyme 2. Our results help implement and extend worldwide genomic surveillance of coronavirus disease-2019."
u8i3kbl4,The 2019 Novel Coronavirus Outbreak - A Global Threat.,"The 2019 Novel Corona virus infection (COVID 19) is an ongoing public health emergency of international significance. There are significant knowledge gaps in the epidemiology, transmission dynamics, investigation tools and management. In this article, we review the available evidence about this disease. Every decade has witnessed the evolution of a new coronavirus epidemic since the last three decades. The varying transmission patterns, namely, nosocomial transmission and spread through mildly symptomatic cases is an area of concern. There is a spectrum of clinical features from mild to severe life threatening disease with major complications like severe pneumonia, ARDS, acute cardiac injury and septic shock. Presence of bilateral ground glass opacity and consolidation on imaging in appropriate clinical background should raise a suspicion about COVID 19. Poor prognostic factors include Multilobular infiltration on chest imaging, Lymphopenia, Bacterial co-infection, Smoking history, Chronic medical conditions like Hypertension and age >60 years (MuLBSTA score). Diagnosis is confirmed with PCR based testing of appropriate respiratory samples. Management is primarily supportive, with newer antivirals (lopinavir ritonavir and Remdesivir) under investigation. Role of steroids is still inconclusive. Standard infection control and prevention techniques should be followed. Vigilant screening of suspected cases and their contacts is important. Isolation of symptomatic cases and home quarantine of asymptomatic contacts is recommended. To conclude, controlling this highly transmissible disease requires international co-ordination."
0mcixa4c,Promoting best practices for control of respiratory infections: collaboration between primary care and public health services.,"OBJECTIVE To determine the effectiveness of a short-term intervention to promote best practices for control of respiratory infections in primary care physicians' offices. DESIGN Before-after observational study. SETTING Family physicians' offices in Ottawa, Ont. PARTICIPANTS General practitioners and office staff. INTERVENTIONS Four infection-control practices (use of masks, alcohol-based hand gel, and signs, and asking patients to sit at least 1 m apart in the waiting room) were observed, and 2 reported infection-control practices (disinfecting surfaces and use of hand-gel dispensers in examining rooms) were audited before the intervention and 6 weeks after the intervention. MAIN OUTCOME MEASURES Percentage of patients asked to use masks and alcohol-based hand gel, number of relevant signs, and percentage of patients asked to sit at least 1 m away from other patients. Percentage of surfaces disinfected and percentage of physicians using hand-gel dispensers in examining rooms. RESULTS Of 242 practices invited, 53 agreed to participate (22% response rate), and within those practices, 143/151 (95%) physicians participated. Signs regarding respiratory infection control measures increased from 15.4% to 81.1% following the intervention (P < .001). At least 1 patient with cough and fever was given a mask in 17% of practices before the intervention; during the observation period after the intervention, at least 1 patient was given a mask in 66.7% of practices (P < .001). Patients were instructed to use alcohol-based hand gel in 24.5% of practices before the intervention and in 79.2% of practices after it (P < .001). Instruction to sit at least 1 m from others in the waiting area was given in 39.6% of practices before the intervention and in 52.8% of practices following the intervention (P < .001). Before the intervention, the percentage of practices using all 4 audited primary prevention measures was 3.8%; after the intervention, 52.8% of practices were using them (P < .001), demonstrating a 49% increase in adoption of best practices. CONCLUSION A multifaceted intervention by public health nurses successfully promoted best practices for control of respiratory infections in primary care offices. Collaboration between public health services and primary care can promote best practices and warrants further study and development in areas of common interest."
fskfnmig,Renin-Angiotensin-Aldosterone System Inhibitors and Risk of Covid-19,"BACKGROUND: There is concern about the potential of an increased risk related to medications that act on the renin-angiotensin-aldosterone system in patients exposed to coronavirus disease 2019 (Covid-19), because the viral receptor is angiotensin-converting enzyme 2 (ACE2). METHODS: We assessed the relation between previous treatment with ACE inhibitors, angiotensin-receptor blockers, beta-blockers, calcium-channel blockers, or thiazide diuretics and the likelihood of a positive or negative result on Covid-19 testing as well as the likelihood of severe illness (defined as intensive care, mechanical ventilation, or death) among patients who tested positive. Using Bayesian methods, we compared outcomes in patients who had been treated with these medications and in untreated patients, overall and in those with hypertension, after propensity-score matching for receipt of each medication class. A difference of at least 10 percentage points was prespecified as a substantial difference. RESULTS: Among 12,594 patients who were tested for Covid-19, a total of 5894 (46.8%) were positive; 1002 of these patients (17.0%) had severe illness. A history of hypertension was present in 4357 patients (34.6%), among whom 2573 (59.1%) had a positive test; 634 of these patients (24.6%) had severe illness. There was no association between any single medication class and an increased likelihood of a positive test. None of the medications examined was associated with a substantial increase in the risk of severe illness among patients who tested positive. CONCLUSIONS: We found no substantial increase in the likelihood of a positive test for Covid-19 or in the risk of severe Covid-19 among patients who tested positive in association with five common classes of antihypertensive medications."
cxrqww06,A novel coronavirus (2019-nCoV) causing pneumonia-associated respiratory syndrome,
o8bkorjn,Vaccines for COVID-19: The current state of play,"There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 - the virus that causes COVID-19 - currently undergoing early phase human trials. We also consider the many challenges of developing and deploying a new vaccine on a global scale, and recommend caution with respect to our expectations of the timeline that may be ahead."
3kmxzbm7,COVID-19 (Novel Coronavirus 2019) - recent trends,"The World Health Organization (WHO) has issued a warning that, although the 2019 novel coronavirus (COVID-19) from Wuhan City (China), is not pandemic, it should be contained to prevent the global spread. The COVID-19 virus was known earlier as 2019-nCoV. As of 12 February 2020, WHO reported 45,171 cases and 1115 deaths related to COVID-19. COVID-19 is similar to Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) virus in its pathogenicity, clinical spectrum, and epidemiology. Comparison of the genome sequences of COVID-19, SARS-CoV, and Middle East Respiratory Syndrome coronavirus (MERS-CoV) showed that COVID-19 has a better sequence identity with SARS-CoV compared to MERS CoV. However, the amino acid sequence of COVID-19 differs from other coronaviruses specifically in the regions of 1ab polyprotein and surface glycoprotein or S-protein. Although several animals have been speculated to be a reservoir for COVID-19, no animal reservoir has been already confirmed. COVID-19 causes COVID-19 disease that has similar symptoms as SARS-CoV. Studies suggest that the human receptor for COVID-19 may be angiotensin-converting enzyme 2 (ACE2) receptor similar to that of SARS-CoV. The nucleocapsid (N) protein of COVID-19 has nearly 90% amino acid sequence identity with SARS-CoV. The N protein antibodies of SARS-CoV may cross react with COVID-19 but may not provide cross-immunity. In a similar fashion to SARS-CoV, the N protein of COVID-19 may play an important role in suppressing the RNA interference (RNAi) to overcome the host defense. This mini-review aims at investigating the most recent trend of COVID-19."
13z63d4y,SARS-CoV-2 SPIKE PROTEIN: an optimal immunological target for vaccines,"COVID-19 has rapidly spread all over the world, progressing into a pandemic. This situation has urgently impelled many companies and public research institutes to concentrate their efforts on research for effective therapeutics. Here, we outline the strategies and targets currently adopted in developing a vaccine against SARS-CoV-2. Based on previous evidence and experience with SARS and MERS, the primary focus has been the Spike protein, considered as the ideal target for COVID-19 immunotherapies."
